id,name,address,prefecture,city,latitude,longitude,phone,business_hours,is_24h,has_vacuum,has_high_pressure,has_foam,has_wax,has_air_gun,base_price,payment_methods,google_place_id,rating,total_reviews,created_at,updated_at,location,has_auto_gate_nonbrush,has_non_brush,has_self_wash,has_auto_wash,has_mat_wash,url,notes,price_range,x_post_url,is_active,has_unlimited_water,description,google_rating,google_user_ratings_total,google_reviews
"0b55e990-276d-4d6b-8122-b16504a7896f","ドルフィンパーク","東京都世田谷区北烏山5丁目23-19","東京都","世田谷区",35.6825912,139.5864966,,"月: 07:00 - 21:00 火: 07:00 - 21:00 水: 07:00 - 21:00 木: 07:00 - 21:00 金: 07:00 - 21:00 土: 07:00 - 21:00 日: 07:00 - 21:00",false,true,true,false,false,false,,"現金","ChIJjevff97xGGARTtweeHdrQmI",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:02.798413+00:00","0101000020E6100000E3868494C4726140C94400265FD74140",false,true,true,false,false,"https://coin-carwash.club/map/13-tokyo/kw-dolphinpark.html","料金例: 水洗い 500円〜, ノンブラシ 600円〜",,,true,false,"愛車をピカピカにするなら、世田谷区の「ドルフィンパーク」はどうだ？  利用者からは「7年8月時点、基本コースは700円、水洗いなら600円。両替機無く、構内の自販機はだいたい釣り銭切れなので、小銭を用意していくことをお勧めします。星５の理由は、...」なんて声も上がっているみたいだぜ。（星5評価）  なんと**ノンブラシ洗車機**があるんだ！ブラシ傷を気にせず、コーティング車も安心して洗えるぜ。 **高圧洗浄機完備**のセルフ洗車スペースがあるから、自分の手で納得いくまで綺麗にできるな。 掃除機もあるから、車内のゴミも一掃できるぞ。  営業時間は07:00-21:00だ。時間内に行ってくれよな！  ちなみに、料金例: 水洗い 500円〜, ノンブラシ 600円〜 という情報もあるみたいだ。  近くに行ったら寄ってみてくれよな！",3.3,284,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0bec1220-4182-461c-93e4-fa66a7d03d1d","洗車ランド晴丘","〒488-0044 愛知県尾張旭市南本地ケ原町3丁目129","愛知県","尾張旭市",35.2145832,137.0382573,,"月: 05:00 - 22:15 火: 05:00 - 22:15 水: 05:00 - 22:15 木: 05:00 - 22:15 金: 05:00 - 22:15 土: 05:00 - 22:15 日: 05:00 - 22:15",false,false,true,false,false,false,,"","ChIJZZHN4F9vA2ARkeLRaDRCpmo",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:02.926027+00:00","0101000020E6100000AA8A5F6739216140B1225976779B4140",false,false,true,false,false,,"全国リサーチ追加 (首都圏・東海編)",,,true,false,"愛車をピカピカにするなら、尾張旭市の「洗車ランド晴丘」はどうだ？  利用者からは「ゆで作（うどん屋）さん経営の洗車場。 機械はショートガンタイプで水洗車で400円 コインランドリーも併設で中には両替機も設置されているので 小銭が必要な時には非...」なんて声も上がっているみたいだぜ。（星4評価）  **高圧洗浄機完備**のセルフ洗車スペースがあるから、自分の手で納得いくまで綺麗にできるな。  営業時間は不明だ。時間内に行ってくれよな！  ちなみに、全国リサーチ追加 (首都圏・東海編) という情報もあるみたいだ。  近くに行ったら寄ってみてくれよな！",3.5,81,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0de49d26-f929-4c3c-95f3-7b4276f48df5","洗車のジャバ 堺鳳店","大阪府堺市西区上593-1","大阪府","堺市",34.5247023,135.4619648,,"月: 06:00 - 23:00 火: 06:00 - 23:00 水: 06:00 - 23:00 木: 06:00 - 23:00 金: 06:00 - 23:00 土: 06:00 - 23:00 日: 06:00 - 23:00",false,false,true,false,false,false,,"","ChIJH8gKBtjaAGARn4QUfQFWHys",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:03.053038+00:00","0101000020E6100000E77C676AC8EE60406851E97129434140",false,true,false,false,false,"https://www.java-style.com/shop/sakaiotori/",,,,true,false,"噂の洗車場、「洗車のジャバ 堺鳳店」を紹介するぜ！場所は堺市だ。  利用者からは「2025.7.27 13:30到着 炎天下なのでガラガラ 洗車機新500円玉使えず ジュースの自動販売機は新硬貨つかえるのと新札使えないのありました 途中ストッ...」なんて声も上がっているみたいだぜ。（星5評価）  なんと**ノンブラシ洗車機**があるんだ！ブラシ傷を気にせず、コーティング車も安心して洗えるぜ。  営業時間は不明だ。時間内に行ってくれよな！  近くに行ったら寄ってみてくれよな！",3.7,159,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0e05fc4f-c095-49d4-99c2-98f14936f6f7","洗車スペース・サード岩切","宮城県仙台市宮城野区岩切（詳細要確認）","宮城県","仙台市",38.2996062,140.9453658,,"月: 06:00 - 22:00 火: 06:00 - 22:00 水: 06:00 - 22:00 木: 06:00 - 22:00 金: 06:00 - 22:00 土: 06:00 - 22:00 日: 06:00 - 22:00",false,false,true,false,false,false,,"","ChIJ9-1_1sInil8REsSKXwhhbDc",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:03.16545+00:00","0101000020E61000003838C76F409E6140E456F77E59264340",false,true,false,false,false,,"水圧のみのノンブラシ洗車。",,,true,false,"噂の洗車場、「洗車スペース・サード岩切」を紹介するぜ！場所は仙台市だ。  利用者からは「古い車なので、スポンジブラシ洗車を試しました。 慢性疼痛持ちのオバチャンは、若い頃は洗車大好きだったけど、肩上がらないから中々ハードル高くて。 車検が近いので、...」なんて声も上がっているみたいだぜ。（星4評価）  なんと**ノンブラシ洗車機**があるんだ！ブラシ傷を気にせず、コーティング車も安心して洗えるぜ。  営業時間は不明だ。時間内に行ってくれよな！  ちなみに、水圧のみのノンブラシ洗車。 という情報もあるみたいだ。  週末の洗車はここに決まりだな！",3.7,178,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0e812675-8c84-4b0d-b742-b337783d32a7","カーピカランド米津","愛知県西尾市","愛知県","西尾市",34.8619053,137.0618775,,"不明",false,false,true,false,false,false,,"","ChIJoaNwZ-WXBGARoL7qlf8NSsE",,0,"2025-12-26T19:35:00.199772+00:00","2025-12-30T23:02:38.246467+00:00","0101000020E610000077DB85E6FA216140E1DFB1E9526E4140",false,false,true,false,false,,"全国リサーチ追加 (首都圏・東海編)",,,true,false,"おっ、ここは西尾市にある「カーピカランド米津」だな！  利用者からは「コイン洗車場。 あまり混雑しないので、時間をかけて洗車したい人には特にオススメ！ 住宅地のなかにポツンとある。 シャワーが4台ぶん・掃除機が1〜2台ぶん・拭き上...」なんて声も上がっているみたいだぜ。（星5評価）  **高圧洗浄機完備**のセルフ洗車スペースがあるから、自分の手で納得いくまで綺麗にできるな。  営業時間は不明だ。時間内に行ってくれよな！  ちなみに、全国リサーチ追加 (首都圏・東海編) という情報もあるみたいだ。  近くに行ったら寄ってみてくれよな！",3.5,19,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0efd086f-c31d-44e4-8700-178aba9bb6be","Whitepit 高松鶴市店","香川県高松市鶴市町62-1","香川県","高松市",34.325155,134.0037088,,"24時間",false,false,true,false,false,false,,"","ChIJo_MScgDpUzURSPMRDZBP8Fk",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:36:19.173533+00:00","0101000020E6100000A3D6EA611EC06040C190D5AD9E294140",false,false,false,false,false,"https://whitepit.jp/","時間制セルフ洗車",,,true,false,"噂の洗車場、「Whitepit 高松鶴市店」を紹介するぜ！場所は高松市だ。  利用者からは「ホワイトピットさんは、充実した設備が整った24時間営業の手洗い洗車場です。場内は常に清潔に管理されていて気持ちよく利用できます。洗車好きにはぜひ訪れてほしい場所...」なんて声も上がっているみたいだぜ。（星4評価）  基本的な設備はしっかり揃っているみたいだぜ。  営業時間は不明だ。時間内に行ってくれよな！  ちなみに、時間制セルフ洗車 という情報もあるみたいだ。  洗車ライフを楽しんでくれよな！",4.2,19,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0f294bb2-8f1a-4b0d-8a2f-2c88d9cbdcae","洗車のジャバ 吹田インター中環青葉丘店","大阪府茨木市下穂積2-10-6","大阪府","茨木市",34.8086176,135.5525091,,"月: 05:00 - 24:00 火: 05:00 - 24:00 水: 05:00 - 24:00 木: 05:00 - 24:00 金: 05:00 - 24:00 土: 05:00 - 24:00 日: 05:00 - 24:00",false,false,true,false,false,false,,"","ChIJxZERLvzjAGARhgLGBeZMkd4",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:03.371434+00:00","0101000020E6100000C2679027AEF16040297C11C880674140",false,true,false,false,false,"https://www.java-style.com/shop/suita/",,,,true,false,"おっ、ここは茨木市にある「洗車のジャバ 吹田インター中環青葉丘店」だな！  利用者からは「ガラスコーティング車専用の洗車機あります。洗車場も最近少なくてなかなか珍しいですね。茨木のイオンシネマに月1.2回は来ますのでそのついでに今後お世話になるとおも...」なんて声も上がっているみたいだぜ。（星4評価）  なんと**ノンブラシ洗車機**があるんだ！ブラシ傷を気にせず、コーティング車も安心して洗えるぜ。  営業時間は不明だ。時間内に行ってくれよな！  週末の洗車はここに決まりだな！",3.7,194,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0fb23802-c71a-4645-be02-a35605585a82","SPLASH 'N' GO! 前橋50号店","〒379-2154 群馬県前橋市天川大島町2丁目4-15","群馬県","前橋市",36.3894669,139.0634134,,"月: 08:00 - 20:00 火: 08:00 - 20:00 水: 定休日 木: 08:00 - 20:00 金: 08:00 - 20:00 土: 定休日 日: 08:00 - 20:00",false,false,true,false,false,false,,"","ChIJI-Hv5JvzHmARd6JmYFoRI_s",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:03.465106+00:00","0101000020E61000001AE4897B07626140F02F270DDA314240",false,false,false,true,false,"https://splashbrothers.co.jp/","トンネル型連続洗車機",,,true,false,"噂の洗車場、「SPLASH 'N' GO! 前橋50号店」を紹介するぜ！場所は前橋市だ。  利用者からは「本日、初めて30プリウスにて利用しました！ 店員さんもすごく丁寧で感じの良い方達です。 せっかく店員さんに拭き取りをしていただいたのですが、 店員さんに感じ悪く...」なんて声も上がっているみたいだぜ。（星5評価）  **門型自動洗車機**があるから、手軽にサッと汚れを落としたい時にも便利だ。  営業時間は不明だ。時間内に行ってくれよな！  ちなみに、トンネル型連続洗車機 という情報もあるみたいだ。  近くに行ったら寄ってみてくれよな！",4.3,282,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0fd682d9-1feb-4f11-b443-26358a35d132","洗車クラブ 第一洗車場","神奈川県川崎市高津区東野川2-29-11","神奈川県","川崎市",35.5673305,139.6150466,,"月: 05:00 - 23:00 火: 05:00 - 23:00 水: 05:00 - 23:00 木: 05:00 - 23:00 金: 05:00 - 23:00 土: 05:00 - 23:00 日: 05:00 - 23:00",false,false,true,false,false,false,,"","ChIJcVll0eb1GGARPPQIrUyZcok",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:03.556519+00:00","0101000020E610000083103576AE736140FCC22B499EC84140",false,false,false,false,false,"https://www.soushow.co.jp/","初心者・女性に優しい広々スペース",,,true,false,"愛車をピカピカにするなら、川崎市の「洗車クラブ 第一洗車場」はどうだ？  利用者からは「硝子屋の稼働時間であれば 脚立・バケツ貸出サービスあり。 両替機も使える。 構内に洗車用品の自販機あり。  2025年1月現在 門型洗車機と洗車用品販売機のキャ...」なんて声も上がっているみたいだぜ。（星5評価）  基本的な設備はしっかり揃っているみたいだぜ。  営業時間は不明だ。時間内に行ってくれよな！  ちなみに、初心者・女性に優しい広々スペース という情報もあるみたいだ。  愛車が綺麗になると気分も上がるよな！ぜひ行ってみてくれ！",3.6,181,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0fd7231f-823f-4b8d-829d-b27b7028eb49","WASH GARAGE 南区内田橋店","〒457-0862 愛知県名古屋市南区内田橋1丁目35-27 B棟","愛知県","名古屋市",35.1144674,136.908295,,"月: 05:00 - 22:00 火: 05:00 - 22:00 水: 05:00 - 22:00 木: 05:00 - 22:00 金: 05:00 - 22:00 土: 05:00 - 22:00 日: 05:00 - 22:00",false,true,true,false,false,false,,"","ChIJVR9Olt97A2AR-Q9mN2a5qMM",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:03.672965+00:00","0101000020E6100000DA03ADC0101D6140A5BA25DEA68E4140",false,false,true,false,false,,"2024年12月オープン。完全予約制ガレージ、純水器完備、手ぶら洗車可能。",,,true,false,"噂の洗車場、「WASH GARAGE 南区内田橋店」を紹介するぜ！場所は名古屋市だ。  利用者からは「プライベート洗車場で洗車してみました。 高圧洗浄機など洗車グッズもあり、泡洗車ができました。コイン洗車だと時間に追われて焦りますが、こちらはゆっくりと自分のペー...」なんて声も上がっているみたいだぜ。（星5評価）  **高圧洗浄機完備**のセルフ洗車スペースがあるから、自分の手で納得いくまで綺麗にできるな。 掃除機もあるから、車内のゴミも一掃できるぞ。  営業時間は予約制だ。時間内に行ってくれよな！  ちなみに、2024年12月オープン。完全予約制ガレージ、純水器完備、手ぶら洗車可能。 という情報もあるみたいだ。  洗車ライフを楽しんでくれよな！",4.4,15,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"0ffd0d01-de56-48cf-94f5-338044c0e22f","カーピカランド中町","大阪府泉佐野市中町4-2-6665-1","大阪府","泉佐野市",34.4001776,135.3125873,,"月: 06:00 - 22:00 火: 06:00 - 22:00 水: 06:00 - 22:00 木: 06:00 - 22:00 金: 06:00 - 22:00 土: 06:00 - 22:00 日: 06:00 - 22:00",false,false,true,false,false,false,,"","ChIJF1Po1z3IAGAR7M73QwjW1q0",,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:40:03.766734+00:00","0101000020E6100000A3D414B700EA6040BF4B040539334140",false,false,false,true,false,,,,,true,false,"噂の洗車場、「カーピカランド中町」を紹介するぜ！場所は泉佐野市だ。  利用者からは「つぼい商店さんが、運営管理している洗車場です。 もう、20年以上利用しています。過去に洗車カードにトラブルがありました、その時、直ぐに親切丁寧な対応を、してくれ...」なんて声も上がっているみたいだぜ。（星4評価）  **門型自動洗車機**があるから、手軽にサッと汚れを落としたい時にも便利だ。  営業時間は不明だ。時間内に行ってくれよな！  週末の洗車はここに決まりだな！",3.6,47,"[object Object]|[object Object]|[object Object]|[object Object]|[object Object]"
"1088c22d-bd28-4a6d-8d91-6aa510c7f093","洗車のジャバ 朝日町浜街道店","〒760-0065 香川県高松市朝日町5丁目2-8","香川県","高松市",34.3525499,134.0651235,,"24時間",true,false,true,false,false,false,,"",,,0,"2025-12-26T19:35:00.199772+00:00","2026-01-06T20:31:33.863667+00:00","0101000020E61000006FD6E07D15C26040A25AE95A202D4140",false,true,false,false,false,"https://java-style.com/","24時間営業。ノンブラシ洗車機あり。",,,true,false,"噂の洗車場、「洗車のジャバ 朝日町浜街道店」を紹介するぜ！場所は高松市だ。  なんと**ノンブラシ洗車機**があるんだ！ブラシ傷を気にせず、コーティング車も安心して洗えるぜ。  しかも**24時間営業**！深夜のドライブついでや、早朝の空いている時間にゆっくり洗車できるのは最高だよな。  ちなみに、24時間営業。ノンブラシ洗車機あり。 という情報もあるみたいだ。  近くに行ったら寄ってみてくれよな！",,,
